SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_CHEM,INDXSAMP_CHEM,PTL,NTL,TURB,ANC,DOC,COND,SAMPLED_CHLA,INDXSAMP_CHLA,CHLA,PTL_COND,NTL_COND,CHLA_COND,TURB_COND,ANC_COND,SALINITY_COND
NLA06608-0528,1,PROB_Lake,Target_Sampled,Target,40.6951802,-99.85564,NE,Region_7,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0016911,NE,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,TRASH,10,10200101,,,YES,YES,YES,65,814,8.87,2901.5,5.25,819,YES,YES,11.79,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0529,1,PROB_Lake,Target_Sampled,Target,47.1844144,-119.3639845,WA,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.3370883,WA,YES,WMTNS,XER,10,III,Xeric West,III,NATURAL,WMTNS NATURAL,G,SO-SO,17,17020015,,,YES,YES,YES,42,508,7.01,2543.9,3.28,276,YES,YES,26.08,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0530,1,PROB_Lake,Target_Sampled,Target,31.0598838,-81.4130868,GA,Region_4,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,402.5352728,GA,NO,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,MAN-MADE,PLNLOW MAN-MADE,D,TRASH,3,3070203,,,YES,YES,YES,117,1016,3.66,1611.8,4.78,36000,YES,YES,17.76,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED
NLA06608-0531,1,PROB_Lake,Target_Sampled,Target,46.0340736,-99.1679106,ND,Region_8,"(10,20]",,NLALake,Panel_1,"NPL_ND_(10,20]",0.01091188,90.76105074,81.7895212,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10130106,,,YES,YES,YES,57,2697,6.34,3386.1,23.96,9751,YES,YES,3.81,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED
NLA06608-0533,1,PROB_Lake,Target_Sampled,Target,42.2521803,-78.2923708,NY,Region_2,>100,,NLALake,Panel_1,NAP_NY_>100,0.0106732,92.79069254,99.7134991,NY,NO,EHIGH,NAP,60,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,EHIGH MAN-MADE,B,TRASH,5,5010001,,,YES,YES,YES,6,178,0.852,832.2,2.33,129,YES,YES,3.18,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0537,1,PROB_Lake,Target_Sampled,Target,37.6955888,-81.0548323,WV,Region_3,"(20,50]",,NLALake,Panel_1,"SAP_WV_(20,50]",0.28054317,3.5301995,10.7699239,WV,YES,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5050004,,,YES,YES,YES,11,256,2.81,205.6,2.01,150,YES,YES,2.34,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0540,1,PROB_Lake,Target_Sampled,Target,35.1710432,-99.3711523,OK,Region_6,"(10,20]",,NLALake,Panel_1,"SPL_OK_(10,20]",0.01922097,51.52566236,14.151046,OK,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11120303,,,YES,YES,YES,235,2250,31.7,3208.1,9.72,1255,YES,YES,95.04,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-0541,1,PROB_Lake,Target_Sampled,Target,38.9650435,-77.3374568,VA,Region_3,"(10,20]",,NLALake,Panel_1,"SAP_VA_(10,20]",0.01795628,55.15471965,28.2877005,VA,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2070008,,,YES,YES,YES,14,329,2.71,434.9,3.99,276,YES,YES,6.02,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0542,1,PROB_Lake,Target_Sampled,Target,45.7857507,-88.3657935,WI,Region_5,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,724.8867084,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,E,REF,4,4030108,,,YES,YES,YES,15,1303,1.62,1211.4,13.49,130,YES,YES,3.18,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0546,1,PROB_Lake,Target_Sampled,Target,42.3549666,-71.4797893,MA,Region_1,"(4,10]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.0261818,MA,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,TRASH,1,1070005,,,YES,YES,YES,181,4022,2.19,1848.8,5.61,746,YES,YES,14.94,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-0547,1,PROB_Lake,Target_Sampled,Target,44.2067283,-89.8348641,WI,Region_5,>100,,NLALake,Panel_1,UMW_WI_>100,0.01464239,67.63740898,64.9960344,WI,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,7,7070003,,,YES,YES,YES,10,519,2.16,2165.7,6.34,311,YES,YES,2.11,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0550,1,PROB_Lake,Target_Sampled,Target,43.9575273,-71.9679131,NH,Region_1,"(50,100]",,NLALake,Panel_1,"NAP_NH_(50,100]",0.03639742,27.20998824,20.3121784,NH,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1080104,,,YES,YES,YES,1,234,0.454,76.3,2.48,28,YES,YES,1.31,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0551,1,PROB_Lake,Target_Sampled,Target,45.1082347,-94.1680192,MN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.660085,MN,YES,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7010204,,,YES,YES,YES,54,1361,4.34,3624.7,6.68,510,YES,YES,16.8,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-0555,1,PROB_Lake,Target_Sampled,Target,41.7209286,-85.0076901,IN,Region_5,"(10,20]",,NLALake,Panel_1,"UMW_IN_(10,20]",0.01889863,52.40451623,16.3988026,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4050001,,,YES,YES,YES,8,578,3.91,4682.4,5.65,682,YES,YES,5.65,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-0558,1,PROB_Lake,Target_Sampled,Target,46.7633039,-96.2151878,MN,Region_5,"(10,20]",,NLALake,Panel_1,"UMW_MN_(10,20]",0.00165488,598.4580363,432.3955559,MN,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,REF,9,9020106,,,YES,YES,YES,17,1154,1.94,3990.2,11.8,407,YES,YES,7.22,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0560,1,PROB_Lake,Target_Sampled,Target,35.6185888,-101.6607655,TX,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.1860872,TX,YES,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11090106,,,YES,YES,YES,27,532,8.15,3515.8,4.75,3256,YES,YES,12.96,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED
NLA06608-0561,1,PROB_Lake,Target_Sampled,Target,44.9484358,-116.0893222,ID,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.428402,ID,NO,WMTNS,WMT,16,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17050123,,,YES,YES,YES,5,86,0.683,149.8,1.99,19,YES,YES,0.14,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0562,1,PROB_Lake,Target_Sampled,Target,41.6868681,-71.6108784,RI,Region_1,>100,,NLALake,Panel_1,NAP_RI_>100,0.12837078,7.71494369,1.516245,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1090004,,,YES,YES,YES,9,334,1.03,108,4.38,106,YES,YES,2.08,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0562,2,PROB_Lake,Target_Sampled,Target,41.6868681,-71.6108784,RI,Region_1,>100,,NLALake,Panel_1,NAP_RI_>100,0.12837078,7.71494369,1.516245,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1090004,,,YES,YES,NO,4,280,1.24,113.7,3.82,113,YES,NO,2.35,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0564,1,PROB_Lake,Target_Sampled,Target,35.9747259,-105.9168212,NM,Region_6,"(20,50]",,NLALake,Panel_1,"XER_NM_(20,50]",0.07570243,13.08245175,17.0218682,NM,YES,WMTNS,XER,22,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,REF,13,13020101,,,YES,YES,YES,14,217,3.69,735.6,4.09,84,YES,YES,6.65,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0565,1,PROB_Lake,Target_Sampled,Target,37.2452592,-121.9668773,CA,Region_9,"(10,20]",,NLALake,Panel_1,"XER_CA_(10,20]",0.00691025,143.3194638,85.6662476,CA,YES,WMTNS,XER,6,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,18,18050003,,,YES,YES,YES,81,704,9.26,2527.4,4.02,361,YES,YES,40.9,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0569,1,PROB_Lake,Target_Sampled,Target,34.6051754,-112.4389242,AZ,Region_9,>100,,NLALake,Panel_1,WMT_AZ_>100,0.19769461,5.00961241,1.2953054,AZ,YES,WMTNS,WMT,23,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,TRASH,15,15060202,,,YES,YES,YES,518,2188,14.5,3222.7,17.75,481,YES,YES,54,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0570,1,PROB_Lake,Target_Sampled,Target,45.4421355,-109.2242066,MT,Region_8,>100,,NLALake,Panel_1,NPL_MT_>100,0.09681973,10.2290445,2.212647,MT,NO,PLNLOW,NPL,43,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10070006,,,YES,YES,YES,12,300,1.44,3307.6,3.57,335,YES,YES,3.49,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0579,1,PROB_Lake,Target_Sampled,Target,46.8246971,-99.7794296,ND,Region_8,>100,,NLALake,Panel_1,NPL_ND_>100,0.04063311,24.37355445,21.9642824,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130103,,,YES,YES,YES,229,2694,65.5,8463.2,23.78,1074,YES,YES,7.14,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-0580,1,PROB_Lake,Target_Sampled,Target,37.1771885,-82.3910488,VA,Region_3,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,4.0178193,VA,NO,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,5,5070202,,,YES,YES,YES,10,183,0.775,1638.6,2.39,688,YES,YES,1.82,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-0581,1,PROB_Lake,Target_Sampled,Target,43.2526386,-114.3827885,ID,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.428402,ID,NO,WMTNS,XER,12,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,17,17040219,,,YES,YES,YES,8,241,0.711,2414.4,2.68,257,YES,YES,1.93,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0582,1,PROB_Lake,Target_Sampled,Target,41.8007937,-72.5246839,CT,Region_1,"(20,50]",,NLALake,Panel_1,"NAP_CT_(20,50]",0.02105084,47.04674385,53.0191684,CT,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,TRASH,1,1080205,,,YES,YES,YES,315,2709,4.63,878.7,3.31,328,YES,YES,15.7,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0583,1,PROB_Lake,Lake_Shallow,NonTarget,31.2062744,-91.5469012,MS,Region_4,"(20,50]",,NLALake,Panel_1,"CPL_MS_(20,50]",0.00679811,145.683643,72.0907583,MS,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,TRASH,8,8060100,,,YES,YES,YES,590,4897,32.5,2081.9,14.18,211,YES,YES,326.88,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0585,1,PROB_Lake,Target_Sampled,Target,39.4865853,-118.7255216,NV,Region_9,>100,,NLALake,Panel_1,XER_NV_>100,0.14929334,6.63374131,1.0366961,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,16,16050203,,,YES,YES,YES,105,505,38.4,1636.9,3.02,261,YES,YES,2.53,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0587,1,PROB_Lake,Target_Sampled,Target,41.2184867,-86.591156,IN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.4514264,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,TRASH,7,7120001,,,YES,YES,YES,29,1153,4.99,1881.8,7.21,258,YES,YES,15.28,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0587,2,PROB_Lake,Target_Sampled,Target,41.2184867,-86.591156,IN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.4514264,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,TRASH,7,7120001,,,YES,YES,NO,30,1271,7.01,1890.5,6.72,246,YES,NO,20.92,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0588,1,PROB_Lake,Target_Sampled,Target,39.3320249,-97.374823,KS,Region_7,"(10,20]",,NLALake,Panel_1,"SPL_KS_(10,20]",0.03464,28.59045899,15.2426706,KS,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,10,10250017,,,YES,YES,YES,589,1729,429,836.1,6,130,YES,YES,7.47,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0590,1,PROB_Lake,Target_Sampled,Target,45.9076374,-89.9169627,WI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_WI_(20,50]",0.00595348,166.3520122,159.855637,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,E,REF,7,7070001,,,YES,YES,YES,46,884,5.06,976.5,6.17,134,YES (Missing volume),YES,,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,9:NO DATA,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0591,1,PROB_Lake,Target_Sampled,Target,34.1376116,-84.6432365,GA,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,6.42095801,3.4263643,GA,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,REF,3,3150104,,,YES,YES,YES,5,182,2.12,454.7,1.91,73,YES,YES,5.81,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0593,1,PROB_Lake,Target_Sampled,Target,48.7086784,-122.3277089,WA,Region_10,"(10,20]",,NLALake,Panel_1,"WMT_WA_(10,20]",0.00907729,109.104571,32.5493729,WA,YES,WMTNS,WMT,2,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17110002,,,YES,YES,YES,4,203,0.722,455.4,3.37,69,YES (Missing volume),YES,10.69,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0594,1,PROB_Lake,Target_Sampled,Target,32.3783416,-82.0648507,GA,Region_4,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,402.5352728,GA,YES,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,3,3060203,,,YES,YES,YES,41,821,6.31,231,10.67,58,YES,YES,20.64,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0595,1,PROB_Lake,Target_Sampled,Target,45.8121509,-99.7660399,SD,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_SD_(50,100]",0.10101267,9.80444673,4.9528204,SD,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130106,,,YES,YES,YES,258,3828,31.7,6915,26.23,2668,YES,YES,106.56,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED
NLA06608-0596,1,PROB_Lake,Target_Sampled,Target,39.0798636,-106.3650807,CO,Region_8,>100,,NLALake,Panel_1,WMT_CO_>100,0.04226383,23.43312119,10.0994059,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,REF,11,11020001,,,YES,YES,YES,1,96,0.787,295.4,1.29,82,YES,YES,0.99,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0597,1,PROB_Lake,Target_Sampled,Target,43.5470582,-116.6654946,ID,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.428402,ID,YES,WMTNS,XER,12,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,17,17050114,,,YES,YES,YES,22,361,5.82,1495.2,2.84,172,YES,YES,7.8,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0599,1,PROB_Lake,Target_Sampled,Target,30.2900887,-96.5978144,TX,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.1860872,TX,NO,PLNLOW,CPL,33,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,12,12070102,,,YES,YES,YES,90,1012,6.31,1090.5,8.49,330,YES,YES,50.26,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0606,1,PROB_Lake,Target_Sampled,Target,45.9726285,-90.5081642,WI,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_WI_(50,100]",0.01612303,61.42601665,59.0272092,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7050002,,,YES,YES,YES,15,708,5.18,1072.4,8.4,151,YES,YES,5.82,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0608,1,PROB_Lake,Target_Sampled,Target,36.590093,-89.269751,MO,Region_7,"(20,50]",,NLALake,Panel_1,"CPL_MO_(20,50]",0.01055213,93.85531332,24.9699152,MO,YES,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,TRASH,8,8010100,,,YES,YES,YES,327,2184,29,3380.7,6.89,471,YES,YES,102.6,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0609,1,PROB_Lake,Target_Sampled,Target,28.0612687,-82.2772918,FL,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0828908,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,3,3100205,,,YES,YES,YES,239,3334,31.8,1243.2,14.15,229,YES,YES,187.92,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0610,1,PROB_Lake,Target_Sampled,Target,42.6913209,-71.3703595,NH,Region_1,"(50,100]",,NLALake,Panel_1,"NAP_NH_(50,100]",0.03639742,27.20998824,20.3121784,NH,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,SO-SO,1,1070002,,,YES,YES,YES,11,549,2.52,437.9,4.13,301,YES,YES,5.81,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0611,1,PROB_Lake,Target_Sampled,Target,42.9654707,-89.2518517,WI,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,7.5279259,WI,YES,PLNLOW,TPL,53,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7090001,,,YES,YES,YES,53,903,11.6,3892.9,5.96,542,YES,YES,20.64,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-0614,1,PROB_Lake,Target_Sampled,Target,43.3786445,-123.2686178,OR,Region_10,"(50,100]",,NLALake,Panel_1,"WMT_OR_(50,100]",0.05533142,17.89893177,3.9992588,OR,YES,WMTNS,WMT,78,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17100301,,,YES,YES,YES,8,259,0.825,705.7,2.82,219,YES,YES,1.22,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
